name,address,url,rating,rating_count,phone,image,district
芬陀利花苑(中和店),景新街326號,https://www.google.com/maps/place/%E8%8A%AC%E9%99%80%E5%88%A9%E8%8A%B1%E8%8B%91%28%E4%B8%AD%E5%92%8C%E5%BA%97%29/data=!4m7!3m6!1s0x346802748237c09b:0x21ea5e16aa98c86c!8m2!3d24.9911145!4d121.5118039!16s%2Fg%2F12m8zvtgg!19sChIJm8A3gnQCaDQRbMiYqhZe6iE?authuser=0&hl=zh-TW&rclk=1,4.7,615,02 2948 2555,https://lh3.googleusercontent.com/p/AF1QipOkXq3s5jo9jP3HJUUXKRlt2nufWTuugOMRqwLf=w137-h92-k-no,新北市中和區
SUNNYLILY FLOWER 尚妮莉莉花苑,中正路30號,https://www.google.com/maps/place/SUNNYLILY+FLOWER+%E5%B0%9A%E5%A6%AE%E8%8E%89%E8%8E%89%E8%8A%B1%E8%8B%91/data=!4m7!3m6!1s0x346803b73089e06d:0x75a26c36840b4d4e!8m2!3d24.994048!4d121.5129601!16s%2Fg%2F11vj97d_ys!19sChIJbeCJMLcDaDQRTk0LhDZsonU?authuser=0&hl=zh-TW&rclk=1,5,340,02 8668 8286,https://lh3.googleusercontent.com/p/AF1QipMfiFleCKvQHxSlcN-PDuJIfaXeo-qUbDkLelPm=w80-h106-k-no,新北市板橋區
花見鍾情花坊,裕民路160巷5號,https://www.google.com/maps/place/%E8%8A%B1%E8%A6%8B%E9%8D%BE%E6%83%85%E8%8A%B1%E5%9D%8A/data=!4m7!3m6!1s0x346802c968abb7fd:0x8cd8aab127ffb66c!8m2!3d24.9853718!4d121.4520489!16s%2Fg%2F11dyzcj_k5!19sChIJ_beraMkCaDQRbLb_J7Gq2Iw?authuser=0&hl=zh-TW&rclk=1,5,49,0973 856 968,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy6LtZ6pucUNgo9bBoQxgL-KBBgUWgozIVSmN0H8Y8jiIWTleDlIPpbL_tBe8Mm-yYc_dk8p7bG9l14qtxBnWCnNlmVDmQ3RWaz00uyk5j9IWTW_o1RZMMzuivP2UdqIjh2JNUe=w80-h106-k-no,新北市土城區
Millie米莉花藝坊,金城路三段14號B1F-1,https://www.google.com/maps/place/Millie%E7%B1%B3%E8%8E%89%E8%8A%B1%E8%97%9D%E5%9D%8A/data=!4m7!3m6!1s0xa8c70c6deb9d088b:0x95f5bd7f32d39e72!8m2!3d24.986109!4d121.4650714!16s%2Fg%2F11khtc5666!19sChIJiwid620Mx6gRcp7TMn-99ZU?authuser=0&hl=zh-TW&rclk=1,5,34,0922 612 155,https://lh3.googleusercontent.com/p/AF1QipMeNbbKotrJJA7pdTYQ8BBDH9iHvclK_swVEuKe=w80-h106-k-no,新北市土城區
果石花房,中正路636號,https://www.google.com/maps/place/%E6%9E%9C%E7%9F%B3%E8%8A%B1%E6%88%BF/data=!4m7!3m6!1s0x3442a9e8ff421937:0xc93fc66e560be395!8m2!3d25.0081701!4d121.5170107!16s%2Fg%2F12ll7hzk1!19sChIJNxlC_-ipQjQRleMLVm7GP8k?authuser=0&hl=zh-TW&rclk=1,4.7,286,02 2929 5086,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyQefHbw_zo-cIxotXhSiD1X7OkENTnvuWGOzbx_uiTmd7kDwc9G_wCRG2P-raYkrI_1WllAuSCBjdPYzoMRSVEc4JfVMi2wUoksgwyF0-yG5FkemzhaL_3c4gBt4a-oMVmsmdADg=w163-h92-k-no,新北市板橋區
first_fifteenth flower初一拾伍花坊,和平街112號,https://www.google.com/maps/place/first_fifteenth+flower%E5%88%9D%E4%B8%80%E6%8B%BE%E4%BC%8D%E8%8A%B1%E5%9D%8A/data=!4m7!3m6!1s0x346803f8d3458cf5:0x8bf74c09d9db7b07!8m2!3d24.9915074!4d121.5071013!16s%2Fg%2F11h7k63ws2!19sChIJ9YxF0_gDaDQRB3vb2QlM94s?authuser=0&hl=zh-TW&rclk=1,4.9,222,0927 144 362,https://lh3.googleusercontent.com/p/AF1QipO_5yKTZTlxJ2XCngVpzUeZdfC13Z0YNAo2sFNh=w163-h92-k-no,新北市中和區
藝琦鮮花店,員山路153之1號,https://www.google.com/maps/place/%E8%97%9D%E7%90%A6%E9%AE%AE%E8%8A%B1%E5%BA%97/data=!4m7!3m6!1s0x34680284c39a649f:0xc728d3bae5525432!8m2!3d24.9964201!4d121.481017!16s%2Fg%2F12m95vd1c!19sChIJn2Saw4QCaDQRMlRS5brTKMc?authuser=0&hl=zh-TW&rclk=1,4.3,10,02 2222 1478,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzTbBQQkjIjh-ashAqJbW0ioGwCANYgYCcCe3-AmqFbZmardR-GdmyN6Qkigf2OPAOLczkd53lgcl7qQ3Zmt_E6sB2ZN8g4CbzXyKLeWE37lpsJnuMEqU9yy8gK9uDDpfHoBUjL=w163-h92-k-no,新北市中和區
相約花匠(相約花苑/花匠工坊)＆美口鬆餅,南山路81巷6號,https://www.google.com/maps/place/%E7%9B%B8%E7%B4%84%E8%8A%B1%E5%8C%A0%28%E7%9B%B8%E7%B4%84%E8%8A%B1%E8%8B%91%2F%E8%8A%B1%E5%8C%A0%E5%B7%A5%E5%9D%8A%29%EF%BC%86%E7%BE%8E%E5%8F%A3%E9%AC%86%E9%A4%85/data=!4m7!3m6!1s0x34680314a5484c45:0xbeb24a67cd974727!8m2!3d24.997921!4d121.5024252!16s%2Fg%2F11rqyvbj0v!19sChIJRUxIpRQDaDQRJ0eXzWdKsr4?authuser=0&hl=zh-TW&rclk=1,4.8,66,02 8245 8282,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz3YiKLZmP0uCrTZfz01S9BRMLCIqFK5ABPlJtzJTBJtkP7vpN2ny9-aSZYgFNH7VgGgjgSW8vqXE6HR8_trWSCuMWTEIpENWaB8At_5x_wMQWWeqbqBdZ5RmByQpwIlY-hCm7vmg=w80-h142-k-no,新北市中和區
Bon Bon Flower 不凋花工作室（預約制工作室）,文化路一段368號,https://www.google.com/maps/place/Bon+Bon+Flower+%E4%B8%8D%E5%87%8B%E8%8A%B1%E5%B7%A5%E4%BD%9C%E5%AE%A4%EF%BC%88%E9%A0%90%E7%B4%84%E5%88%B6%E5%B7%A5%E4%BD%9C%E5%AE%A4%EF%BC%89/data=!4m7!3m6!1s0x3442a91fb56ff329:0x27b5e9f2ed80fd13!8m2!3d25.023546!4d121.4686545!16s%2Fg%2F11sm9xtxgs!19sChIJKfNvtR-pQjQRE_2A7fLptSc?authuser=0&hl=zh-TW&rclk=1,5,6,0979 846 117,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzmRo94SdFdbt6zype2RF7h9eA82orS85p-W-75xaIP2AITrZ2YviaObmt17W-NPDjo-40E9iOHnfAAHh4b4prFOnBbE9kEe3xAcyuovabPtDmOP_deLEf7KAdc86YVxCQGA3yW=w163-h92-k-no,新北市板橋區
麗的花坊工作室,延和路105巷5弄12號,https://www.google.com/maps/place/%E9%BA%97%E7%9A%84%E8%8A%B1%E5%9D%8A%E5%B7%A5%E4%BD%9C%E5%AE%A4/data=!4m7!3m6!1s0x346802bdec1eebe7:0x3800ff87c19127db!8m2!3d24.9911915!4d121.4667411!16s%2Fg%2F1pzw582g1!19sChIJ5-se7L0CaDQR2yeRwYf_ADg?authuser=0&hl=zh-TW&rclk=1,4.8,10,0922 306 886,https://lh3.googleusercontent.com/p/AF1QipOP_e4Dw3aMVTItUEdIKqShvJ5xGhvFvoajPuA9=w80-h119-k-no,新北市永和區
